2026-04-18 21:44:42 [INFO    ] maid | _load_token:124 | App token: 2940df12...
2026-04-25 23:11:29 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:29 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:29 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:29 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/token
2026-04-25 23:11:29 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:29 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:29 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:29 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:29 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:29 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/users
2026-04-25 23:11:29 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:29 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:29 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:29 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:30 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:30 [WARNING ] maid | _req_log:1577 | HTTP 404 GET /api/avatar/master
2026-04-25 23:11:30 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:30 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:30 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:30 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:30 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:30 [WARNING ] maid | _req_log:1577 | HTTP 400 POST /api/avatar/upload
2026-04-25 23:11:30 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:30 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:30 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:30 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:31 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:31 [WARNING ] maid | _req_log:1577 | HTTP 400 POST /api/avatar/upload
2026-04-25 23:11:31 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:31 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:31 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:31 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:31 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:31 [INFO    ] maid | avatar_upload:1920 | Avatar uploaded uid=master kind=png bytes=67
2026-04-25 23:11:31 [DEBUG   ] maid | _req_log:1578 | HTTP 200 POST /api/avatar/upload
2026-04-25 23:11:31 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/avatar/master
2026-04-25 23:11:31 [DEBUG   ] maid | _req_log:1578 | HTTP 200 DELETE /api/avatar/master
2026-04-25 23:11:31 [WARNING ] maid | _req_log:1577 | HTTP 404 GET /api/avatar/master
2026-04-25 23:11:31 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:31 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:31 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:31 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:31 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:31 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/evolution
2026-04-25 23:11:31 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:31 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:31 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:31 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:32 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:32 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/evolution/timeline
2026-04-25 23:11:32 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:32 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:32 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:32 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:32 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:32 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/evolution/timeline
2026-04-25 23:11:32 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:32 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:32 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:32 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:33 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:33 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/letters
2026-04-25 23:11:33 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:33 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:33 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:33 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:33 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:33 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/letters
2026-04-25 23:11:33 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/letters/1
2026-04-25 23:11:33 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/letters/1
2026-04-25 23:11:33 [DEBUG   ] maid | _req_log:1578 | HTTP 200 DELETE /api/letters/1
2026-04-25 23:11:33 [WARNING ] maid | _req_log:1577 | HTTP 404 DELETE /api/letters/1
2026-04-25 23:11:33 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:33 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:33 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:33 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:33 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:33 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/letters
2026-04-25 23:11:33 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/letters
2026-04-25 23:11:33 [DEBUG   ] maid | _req_log:1578 | HTTP 200 DELETE /api/letters/2
2026-04-25 23:11:33 [DEBUG   ] maid | _req_log:1578 | HTTP 200 DELETE /api/letters/3
2026-04-25 23:11:33 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:33 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:33 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:33 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:34 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:34 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/proactive/pending
2026-04-25 23:11:34 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:34 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:34 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:34 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:34 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:34 [DEBUG   ] maid | _req_log:1578 | HTTP 200 POST /api/proactive/clear
2026-04-25 23:11:34 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:34 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:34 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:34 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:35 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:35 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/diary
2026-04-25 23:11:35 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:35 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:35 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:35 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:35 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:35 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/diary/days
2026-04-25 23:11:35 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:35 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:35 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:35 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:35 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:35 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/arcs
2026-04-25 23:11:35 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:11:35 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:11:35 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_hr5dfuop.db
2026-04-25 23:11:35 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:11:36 [INFO    ] maid | _lifespan:1522 | Digital Human v9.1 started
2026-04-25 23:11:36 [WARNING ] maid | _req_log:1577 | HTTP 400 GET /api/arcs/notvalid
2026-04-25 23:11:36 [DEBUG   ] maid | _req_log:1578 | HTTP 200 GET /api/arcs/2026-04
2026-04-25 23:11:36 [INFO    ] maid | _lifespan:1546 | Digital Human v9.1 stopped
2026-04-25 23:16:37 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:37 [INFO    ] maid | init_db:201 | Migrated user_state.humanity_level
2026-04-25 23:16:37 [INFO    ] maid | init_db:201 | Migrated user_state.self_awareness
2026-04-25 23:16:37 [INFO    ] maid | init_db:201 | Migrated user_state.affection
2026-04-25 23:16:37 [INFO    ] maid | init_db:201 | Migrated user_state.software_version
2026-04-25 23:16:37 [INFO    ] maid | init_db:201 | Migrated long_term_memory.embedding
2026-04-25 23:16:37 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:37 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:37 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:37 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:37 [INFO    ] maid | start_autonomous_loops:905 | Autonomous: proactive loop task scheduled
2026-04-25 23:16:37 [INFO    ] maid | start_autonomous_loops:911 | Autonomous: diary loop task scheduled
2026-04-25 23:16:37 [INFO    ] maid | start_autonomous_loops:918 | Autonomous: monthly-arc loop task scheduled
2026-04-25 23:16:37 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:37 [INFO    ] maid | _proactive_loop:428 | Proactive loop started
2026-04-25 23:16:38 [INFO    ] maid | _diary_loop:698 | Diary loop started
2026-04-25 23:16:38 [DEBUG   ] maid | _write_diary:591 | Diary skip uid=master day=2026-04-24: skipped (0 msgs, 0 anchors)
2026-04-25 23:16:38 [INFO    ] maid | _arc_loop:876 | Monthly-arc loop started
2026-04-25 23:16:40 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /health
2026-04-25 23:16:40 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:40 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:40 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:40 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:40 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:42 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/status
2026-04-25 23:16:42 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:42 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:42 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:42 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:42 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:42 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/token
2026-04-25 23:16:42 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:42 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:42 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:42 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:43 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:43 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/users
2026-04-25 23:16:43 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:43 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:43 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:43 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:43 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:43 [WARNING ] maid | _req_log:1588 | HTTP 404 GET /api/avatar/master
2026-04-25 23:16:43 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:43 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:43 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:43 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:43 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:43 [WARNING ] maid | _req_log:1588 | HTTP 400 POST /api/avatar/upload
2026-04-25 23:16:43 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:43 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:43 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:43 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:44 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:44 [WARNING ] maid | _req_log:1588 | HTTP 400 POST /api/avatar/upload
2026-04-25 23:16:44 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:44 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:44 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:44 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:44 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:44 [INFO    ] maid | avatar_upload:1931 | Avatar uploaded uid=master kind=png bytes=67
2026-04-25 23:16:44 [DEBUG   ] maid | _req_log:1589 | HTTP 200 POST /api/avatar/upload
2026-04-25 23:16:44 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/avatar/master
2026-04-25 23:16:44 [DEBUG   ] maid | _req_log:1589 | HTTP 200 DELETE /api/avatar/master
2026-04-25 23:16:44 [WARNING ] maid | _req_log:1588 | HTTP 404 GET /api/avatar/master
2026-04-25 23:16:44 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:44 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:44 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:44 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:45 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:45 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/evolution
2026-04-25 23:16:45 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:45 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:45 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:45 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:45 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:45 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/evolution/timeline
2026-04-25 23:16:45 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:45 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:45 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:45 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:45 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:45 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/evolution/timeline
2026-04-25 23:16:45 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:45 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:45 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:45 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:46 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:46 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/letters
2026-04-25 23:16:46 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:46 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:46 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:46 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:46 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:46 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/letters
2026-04-25 23:16:46 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/letters/1
2026-04-25 23:16:46 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/letters/1
2026-04-25 23:16:46 [DEBUG   ] maid | _req_log:1589 | HTTP 200 DELETE /api/letters/1
2026-04-25 23:16:46 [WARNING ] maid | _req_log:1588 | HTTP 404 DELETE /api/letters/1
2026-04-25 23:16:46 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:46 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:46 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:46 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:47 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:47 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/letters
2026-04-25 23:16:47 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/letters
2026-04-25 23:16:47 [DEBUG   ] maid | _req_log:1589 | HTTP 200 DELETE /api/letters/2
2026-04-25 23:16:47 [DEBUG   ] maid | _req_log:1589 | HTTP 200 DELETE /api/letters/3
2026-04-25 23:16:47 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:47 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:47 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:47 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:47 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:47 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/proactive/pending
2026-04-25 23:16:47 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:47 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:47 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:47 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:47 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:47 [DEBUG   ] maid | _req_log:1589 | HTTP 200 POST /api/proactive/clear
2026-04-25 23:16:47 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:47 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:47 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:47 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:48 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:48 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/diary
2026-04-25 23:16:48 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:48 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:48 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:48 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:48 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:48 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/diary/days
2026-04-25 23:16:48 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:48 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:48 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:48 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:48 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:48 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/arcs
2026-04-25 23:16:48 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:16:48 [INFO    ] maid | _load_token:132 | App token: 2940df12...
2026-04-25 23:16:48 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_kuq1r10g.db
2026-04-25 23:16:48 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:16:49 [INFO    ] maid | _lifespan:1533 | Digital Human v9.1 started
2026-04-25 23:16:49 [WARNING ] maid | _req_log:1588 | HTTP 400 GET /api/arcs/notvalid
2026-04-25 23:16:49 [DEBUG   ] maid | _req_log:1589 | HTTP 200 GET /api/arcs/2026-04
2026-04-25 23:16:49 [INFO    ] maid | _lifespan:1557 | Digital Human v9.1 stopped
2026-04-25 23:20:25 [INFO    ] maid | init_db:189 | DB init: C:\Ai\DigitalHuman_v8\memory.db
2026-04-25 23:20:25 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:20:39 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_7i9juccz.db
2026-04-25 23:20:39 [INFO    ] maid | init_db:201 | Migrated user_state.humanity_level
2026-04-25 23:20:39 [INFO    ] maid | init_db:201 | Migrated user_state.self_awareness
2026-04-25 23:20:39 [INFO    ] maid | init_db:201 | Migrated user_state.affection
2026-04-25 23:20:39 [INFO    ] maid | init_db:201 | Migrated user_state.software_version
2026-04-25 23:20:39 [INFO    ] maid | init_db:201 | Migrated long_term_memory.embedding
2026-04-25 23:20:39 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:20:39 [INFO    ] maid | _load_token:135 | App token: 2940df12...
2026-04-25 23:20:39 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_7i9juccz.db
2026-04-25 23:20:39 [INFO    ] maid | init_db:217 | DB ready
2026-04-25 23:20:39 [INFO    ] maid | start_autonomous_loops:905 | Autonomous: proactive loop task scheduled
2026-04-25 23:20:39 [INFO    ] maid | start_autonomous_loops:911 | Autonomous: diary loop task scheduled
2026-04-25 23:20:39 [INFO    ] maid | start_autonomous_loops:918 | Autonomous: monthly-arc loop task scheduled
2026-04-25 23:20:39 [INFO    ] maid | _lifespan:1542 | Digital Human v9.1 started
2026-04-25 23:20:39 [INFO    ] maid | _proactive_loop:428 | Proactive loop started
2026-04-25 23:20:39 [INFO    ] maid | _diary_loop:698 | Diary loop started
2026-04-25 23:20:39 [DEBUG   ] maid | _write_diary:591 | Diary skip uid=master day=2026-04-24: skipped (0 msgs, 0 anchors)
2026-04-25 23:20:39 [INFO    ] maid | _arc_loop:876 | Monthly-arc loop started
2026-04-25 23:20:41 [DEBUG   ] maid | _req_log:1598 | HTTP 200 GET /health
2026-04-25 23:20:41 [INFO    ] maid | _lifespan:1566 | Digital Human v9.1 stopped
2026-04-25 23:20:41 [INFO    ] maid | _load_token:135 | App token: 2940df12...
2026-04-25 23:20:41 [INFO    ] maid | init_db:189 | DB init: C:\Users\user\AppData\Local\Temp\dh_test_7i9juccz.db
